NIT,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte,id_razon_social,id_supervisor
860500480,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4752,COMERCIO,$0.42,$0.02,$0.14,$0.11,$0.03,2021,766,1
860000135,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2023,MANUFACTURA,$0.41,$0.00,$0.25,$0.19,$0.05,2021,499,1
890209612,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,2731,MANUFACTURA,$0.41,$0.01,$0.24,$0.17,$0.07,2021,587,1
900226684,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4661,COMERCIO,$0.41,-$0.01,$0.17,$0.18,-$0.01,2021,282,1
800233881,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,$0.41,-$0.01,$0.53,$0.36,$0.17,2021,553,1
860019063,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.41,$0.02,$0.24,$0.14,$0.10,2021,367,1
830010181,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4644,COMERCIO,$0.41,$0.02,$0.30,$0.14,$0.16,2021,630,1
900277244,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4773,COMERCIO,$0.41,$0.01,$0.14,$0.11,$0.03,2021,495,2
860502509,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,2229,MANUFACTURA,$0.41,$0.03,$0.43,$0.23,$0.20,2021,560,1
830024974,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.41,$0.03,$0.23,$0.09,$0.14,2021,544,1
860076919,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5611,SERVICIOS,$0.41,$0.03,$0.22,$0.12,$0.10,2021,454,1
830023542,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4290,CONSTRUCCIÓN,$0.41,$0.05,$0.11,$0.04,$0.07,2021,728,1
900061516,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4719,COMERCIO,$0.41,$0.00,$0.23,$0.17,$0.05,2021,617,1
900783939,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.41,$0.06,$0.27,$0.06,$0.20,2021,653,1
860000896,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,2029,MANUFACTURA,$0.41,$0.05,$0.23,$0.12,$0.11,2021,496,1
860005264,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1032,MANUFACTURA,$0.40,-$0.01,$0.52,$0.36,$0.16,2021,631,1
900219120,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,$0.40,$0.03,$0.19,$0.13,$0.06,2021,505,2
890900115,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4620,COMERCIO,$0.40,$0.01,$0.15,$0.13,$0.02,2021,460,1
900924527,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4771,COMERCIO,$0.40,$0.03,$0.32,$0.21,$0.11,2021,436,1
830089336,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,6202,SERVICIOS,$0.40,$0.01,$0.21,$0.13,$0.08,2021,484,1
800055116,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,4729,COMERCIO,$0.40,$0.01,$0.15,$0.10,$0.05,2021,468,1
890925108,Antioquia,ANTIOQUIA,BARBOSA-ANTIOQUIA,1702,MANUFACTURA,$0.40,$0.08,$0.51,$0.10,$0.41,2021,518,1
817000705,Costa Pacífica,CAUCA,SANTANDER-DE-QUILICHAO-CAUCA,1081,MANUFACTURA,$0.40,$0.05,$0.33,$0.17,$0.17,2021,449,1
830037540,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8220,SERVICIOS,$0.40,$0.04,$0.22,$0.13,$0.09,2021,567,1
811022981,Antioquia,ANTIOQUIA,ITAGUI -ANTIOQUIA,1051,MANUFACTURA,$0.40,$0.00,$0.16,$0.11,$0.05,2021,10005,1
800136835,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,$0.39,$0.02,$0.69,$0.22,$0.47,2021,564,1
890901264,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4620,COMERCIO,$0.39,$0.03,$0.24,$0.17,$0.08,2021,489,1
830027231,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO -CUNDINAMARCA,4664,COMERCIO,$0.39,$0.04,$0.31,$0.25,$0.06,2021,517,1
802007669,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,3512,SERVICIOS,$0.39,$0.18,$1.51,$0.58,$0.93,2021,558,0
800020706,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1513,MANUFACTURA,$0.39,$0.02,$0.44,$0.33,$0.10,2021,360,1
837000084,Costa Pacífica,NARIÑO,IPIALES-NARIÑO,8430,SERVICIOS,$0.39,$0.01,$0.04,$0.07,-$0.03,2021,579,2
860513493,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.39,$0.16,$3.47,$2.27,$1.20,2021,597,1
900335237,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$0.39,$0.10,$2.15,$0.33,$1.82,2021,180,1
830069311,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$0.39,-$0.01,$0.91,$0.15,$0.76,2021,435,1
900759679,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4511,COMERCIO,$0.39,$0.02,$0.13,$0.06,$0.07,2021,592,1
800218958,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,$0.39,$0.01,$0.32,$0.15,$0.17,2021,529,1
890900518,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,$0.39,$0.01,$0.40,$0.23,$0.17,2021,600,2
800087565,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8691,SERVICIOS,$0.38,$0.08,$0.24,$0.13,$0.11,2021,1051,2
900907364,Antioquia,ANTIOQUIA,SABANETA -ANTIOQUIA,2394,MANUFACTURA,$0.38,$0.02,$0.99,$0.55,$0.44,2021,520,1
830083619,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$0.38,$0.12,$0.79,$0.13,$0.66,2021,418,1
805018495,Costa Pacífica,VALLE,YUMBO-VALLE,144,AGROPECUARIO,$0.38,$0.00,$0.16,$0.14,$0.02,2021,536,1
900557875,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.38,$0.01,$0.24,$0.19,$0.05,2021,514,1
860042141,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2023,MANUFACTURA,$0.38,$0.00,$0.54,$0.41,$0.13,2021,609,1
900958564,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,$0.38,$0.07,$0.72,$0.39,$0.32,2021,647,2
890932424,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4210,CONSTRUCCIÓN,$0.38,$0.09,$0.76,$0.32,$0.44,2021,850,1
860530547,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,$0.38,$0.01,$0.39,$0.36,$0.03,2021,550,1
890801339,Eje Cafetero,CALDAS,MANIZALES-CALDAS,4772,MANUFACTURA,$0.38,$0.00,$0.31,$0.22,$0.09,2021,504,1
811030322,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3511,SERVICIOS,$0.38,$0.34,$6.24,$0.86,$5.39,2021,676,0
890941663,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4773,COMERCIO,$0.38,$0.00,$0.19,$0.06,$0.13,2021,583,1
890900652,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,2021,MANUFACTURA,$0.38,$0.04,$0.32,$0.13,$0.19,2021,500,1
900570964,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,2394,MANUFACTURA,$0.38,$0.02,$0.39,$0.20,$0.19,2021,618,1
890322007,Costa Pacífica,VALLE,PALMIRA-VALLE,2011,MANUFACTURA,$0.38,$0.03,$0.53,$0.34,$0.19,2021,404,1
900367682,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,4290,CONSTRUCCIÓN,$0.38,-$0.22,$0.93,$1.02,-$0.09,2021,10006,1
890916883,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7820,SERVICIOS,$0.38,$0.01,$0.08,$0.05,$0.04,2021,595,1
901093846,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8699,SERVICIOS,$0.37,$0.00,$0.07,$0.12,-$0.05,2021,599,2
830112317,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5612,MANUFACTURA,$0.37,$0.00,$0.22,$0.20,$0.03,2021,459,0
802023228,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4661,COMERCIO,$0.37,$0.00,$0.04,$0.03,$0.01,2021,590,1
900072847,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4731,COMERCIO,$0.37,$0.01,$0.09,$0.03,$0.06,2021,680,1
900377163,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7730,SERVICIOS,$0.37,$0.18,$1.90,$1.41,$0.49,2021,640,1
830013774,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6201,SERVICIOS,$0.37,$0.01,$0.24,$0.15,$0.10,2021,516,1
860004855,Costa Pacífica,VALLE,YUMBO-VALLE,2211,MANUFACTURA,$0.37,$0.01,$0.44,$0.28,$0.16,2021,470,1
900959051,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,$0.37,-$0.06,$0.81,$0.44,$0.37,2021,663,2
860002459,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2410,MANUFACTURA,$0.37,$0.03,$0.34,$0.22,$0.12,2021,598,1
890303461,Costa Pacífica,VALLE,CALI-VALLE,8610,SERVICIOS,$0.37,$0.04,$1.07,$0.32,$0.75,2021,603,2
811025074,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4662,COMERCIO,$0.37,$0.01,$0.01,$0.00,$0.01,2021,431,1
801004045,Eje Cafetero,QUINDIO,ARMENIA-QUINDIO,1011,MANUFACTURA,$0.37,$0.02,$0.20,$0.18,$0.03,2021,581,1
900959048,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,$0.37,$0.01,$0.52,$0.22,$0.30,2021,671,2
830005028,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8610,SERVICIOS,$0.36,$0.07,$0.23,$0.16,$0.07,2021,611,2
901383798,Otros,TOLIMA,HERVEO-TOLIMA,4620,COMERCIO,$0.36,$0.00,$0.02,$0.01,$0.00,2021,687,1
890312749,Costa Pacífica,VALLE,CALI-VALLE,8010,SERVICIOS,$0.36,$0.01,$0.12,$0.07,$0.05,2021,691,5
899999017,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8610,SERVICIOS,$0.36,$0.00,$0.32,$0.15,$0.17,2021,657,2
830098375,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,125,AGROPECUARIO,$0.36,$0.05,$0.29,$0.21,$0.09,2021,633,1
830128434,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4659,COMERCIO,$0.36,$0.02,$0.29,$0.16,$0.12,2021,646,1
890805267,Eje Cafetero,CALDAS,MANIZALES-CALDAS,1082,MANUFACTURA,$0.36,$0.01,$0.21,$0.15,$0.06,2021,455,1
900931305,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO -CUNDINAMARCA,4669,COMERCIO,$0.36,$0.02,$0.26,$0.21,$0.05,2021,650,1
899999092,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8621,SERVICIOS,$0.36,$0.07,$0.46,$0.03,$0.43,2021,656,2
900040299,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4723,COMERCIO,$0.36,$0.02,$0.11,$0.06,$0.05,2021,530,1
900104081,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6494,SERVICIOS,$0.36,$0.36,$3.55,$0.00,$3.55,2021,965,1
900361697,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2021,MANUFACTURA,$0.36,-$0.00,$0.50,$0.27,$0.23,2021,393,1
800058016,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,$0.36,$0.00,$0.65,$0.27,$0.39,2021,697,2
891409291,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,4645,COMERCIO,$0.35,$0.01,$0.28,$0.17,$0.11,2021,1154,1
830507278,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1040,MANUFACTURA,$0.35,-$0.01,$0.27,$0.22,$0.05,2021,509,1
815002042,Costa Pacífica,VALLE,PALMIRA-VALLE,1399,MANUFACTURA,$0.35,$0.06,$0.39,$0.14,$0.25,2021,668,1
890905032,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2023,MANUFACTURA,$0.35,$0.01,$0.24,$0.09,$0.15,2021,714,1
901223142,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,4620,COMERCIO,$0.35,$0.01,$0.07,$0.06,$0.01,2021,535,1
800165377,Costa Pacífica,VALLE,CALI-VALLE,4663,COMERCIO,$0.35,$0.03,$0.34,$0.29,$0.05,2021,614,1
890105927,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2100,MANUFACTURA,$0.35,$0.02,$0.43,$0.22,$0.21,2021,508,1
830078515,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6110,SERVICIOS,$0.35,$0.01,$0.92,$0.62,$0.30,2021,735,1
860032450,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,145,AGROPECUARIO,$0.35,$0.01,$0.12,$0.06,$0.06,2021,605,1
802001105,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,1051,MANUFACTURA,$0.35,$0.03,$0.24,$0.09,$0.14,2021,507,1
823004536,Costa Atlántica,SUCRE,SINCELEJO-SUCRE,4774,COMERCIO,$0.35,$0.02,$0.07,$0.03,$0.04,2021,548,1
860032550,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2392,MANUFACTURA,$0.35,$0.00,$0.44,$0.26,$0.18,2021,476,1
860017055,Bogotá - Cundinamarca,CUNDINAMARCA,MOSQUERA -CUNDINAMARCA,1083,MANUFACTURA,$0.35,$0.03,$0.38,$0.26,$0.12,2021,557,1
860090365,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1032,MANUFACTURA,$0.35,$0.00,$0.24,$0.23,$0.00,2021,440,1
800228026,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7020,SERVICIOS,$0.35,$0.01,$0.26,$0.15,$0.10,2021,445,1
830036921,Bogotá - Cundinamarca,CUNDINAMARCA,SOACHA-CUNDINAMARCA,2310,MANUFACTURA,$0.34,$0.07,$0.46,$0.10,$0.37,2021,571,1
891180268,Otros,HUILA,NEIVA-HUILA,8610,SERVICIOS,$0.34,$0.05,$0.42,$0.07,$0.35,2021,794,2
811010485,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6619,SERVICIOS,$0.34,$0.03,$0.36,$0.22,$0.14,2021,480,1
900061224,Costa Pacífica,VALLE,CALI-VALLE,4711,COMERCIO,$0.34,$0.01,$0.09,$0.04,$0.05,2021,621,1
807005015,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4661,COMERCIO,$0.34,$0.05,$0.12,$0.03,$0.09,2021,391,1
860006160,Bogotá - Cundinamarca,CUNDINAMARCA,SOACHA-CUNDINAMARCA,2229,MANUFACTURA,$0.34,$0.01,$0.33,$0.19,$0.14,2021,638,1
890905627,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$0.34,$0.00,$0.12,$0.06,$0.06,2021,645,1
860002595,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,$0.34,$0.01,$0.22,$0.08,$0.14,2021,717,1
830065842,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8220,SERVICIOS,$0.34,$0.01,$0.22,$0.17,$0.05,2021,634,1
900560774,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4664,COMERCIO,$0.34,$0.03,$0.28,$0.23,$0.06,2021,442,1
900178724,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8699,SERVICIOS,$0.34,$0.01,$0.17,$0.13,$0.03,2021,742,2
830095854,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4664,COMERCIO,$0.34,$0.02,$0.34,$0.30,$0.04,2021,568,1
860028580,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4669,COMERCIO,$0.34,$0.01,$0.32,$0.18,$0.14,2021,485,1
800067065,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,$0.34,$0.01,$0.72,$0.36,$0.35,2021,652,2
800189687,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA -CUNDINAMARCA,2511,MANUFACTURA,$0.34,$0.06,$0.27,$0.19,$0.09,2021,681,1
890903035,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4290,CONSTRUCCIÓN,$0.34,$0.07,$1.05,$0.41,$0.64,2021,533,1
900439301,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5611,SERVICIOS,$0.34,$0.01,$0.14,$0.10,$0.04,2021,607,1
900088915,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5111,SERVICIOS,$0.34,$0.01,$0.62,$0.41,$0.21,2021,486,1
900179369,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7112,SERVICIOS,$0.33,$0.02,$0.26,$0.09,$0.17,2021,758,1
860000656,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,7112,CONSTRUCCIÓN,$0.33,$0.02,$0.25,$0.15,$0.10,2021,763,1
860015118,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.33,$0.00,$0.20,$0.05,$0.16,2021,538,1
890110188,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,910,MINERO,$0.33,-$0.02,$0.68,$0.46,$0.22,2021,497,1
830016046,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,6120,SERVICIOS,$0.33,-$0.20,$1.02,$0.80,$0.22,2021,10007,1
900311581,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,4741,COMERCIO,$0.33,$0.00,$0.13,$0.12,$0.02,2021,10008,1
900484906,Costa Pacífica,VALLE,PALMIRA-VALLE,1032,MANUFACTURA,$0.33,$0.05,$0.28,$0.11,$0.18,2021,659,1
900411999,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4620,COMERCIO,$0.33,-$0.01,$0.21,$0.23,-$0.02,2021,202,1
828002423,Otros,HUILA,NEIVA-HUILA,4645,COMERCIO,$0.33,$0.02,$0.12,$0.06,$0.06,2021,725,1
900012984,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2029,MANUFACTURA,$0.33,$0.04,$0.33,$0.15,$0.18,2021,543,1
892115006,Costa Atlántica,LA GUAJIRA,RIOHACHA-LA GUAJIRA,8699,SERVICIOS,$0.33,$0.02,$0.06,$0.06,-$0.01,2021,811,2
806000179,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,5511,SERVICIOS,$0.33,-$0.04,$2.70,$2.48,$0.21,2021,457,1
890300513,Costa Pacífica,VALLE,CALI-VALLE,8610,SERVICIOS,$0.33,$0.04,$0.41,$0.18,$0.23,2021,644,2
830050346,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1090,MANUFACTURA,$0.33,$0.02,$0.25,$0.21,$0.05,2021,542,1
800121199,Eje Cafetero,RISARALDA,DOSQUEBRADAS-RISARALDA,4663,COMERCIO,$0.33,$0.04,$0.12,$0.06,$0.06,2021,692,1
860521658,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$0.33,-$0.02,$0.31,$0.23,$0.08,2021,549,1
817002510,Costa Pacífica,VALLE,YUMBO-VALLE,1709,MANUFACTURA,$0.33,$0.01,$0.11,$0.07,$0.04,2021,498,1
890937015,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4631,COMERCIO,$0.33,$0.01,$0.13,$0.09,$0.04,2021,695,1
900210622,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4652,COMERCIO,$0.33,-$0.01,$0.13,$0.11,$0.02,2021,1698,1
890904646,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8610,SERVICIOS,$0.33,$0.02,$0.61,$0.07,$0.53,2021,905,2
860050420,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6399,SERVICIOS,$0.33,$0.01,$0.11,$0.06,$0.05,2021,792,1
860001777,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4799,COMERCIO,$0.33,$0.00,$0.18,$0.12,$0.06,2021,842,1
860028601,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6619,SERVICIOS,$0.32,$0.06,$1.22,$0.72,$0.50,2021,748,1
860001965,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1311,MANUFACTURA,$0.32,$0.04,$0.37,$0.16,$0.21,2021,594,1
830021253,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,2599,MANUFACTURA,$0.32,$0.04,$0.32,$0.18,$0.14,2021,556,1
800133807,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2100,MANUFACTURA,$0.32,$0.04,$0.29,$0.07,$0.21,2021,578,1
805022756,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7820,SERVICIOS,$0.32,$0.01,$0.07,$0.06,$0.01,2021,655,1
817002753,Costa Pacífica,CAUCA,SANTANDER-DE-QUILICHAO-CAUCA,1709,MANUFACTURA,$0.32,-$0.00,$0.27,$0.20,$0.07,2021,554,1
900103457,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,$0.32,$0.03,$0.21,$0.07,$0.14,2021,702,1
800052534,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.32,$0.01,$0.10,$0.07,$0.03,2021,708,1
890212568,Costa Atlántica,MAGDALENA,SANTA MARTA-MAGDALENA,8621,SERVICIOS,$0.32,$0.07,$0.51,$0.24,$0.27,2021,422,2
900738674,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA -CUNDINAMARCA,2229,MANUFACTURA,$0.32,-$0.02,$0.41,$0.33,$0.08,2021,513,1
860006853,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2029,MANUFACTURA,$0.32,$0.05,$0.29,$0.15,$0.14,2021,639,1
830033730,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C-BOGOTA D.C.,610,MINERO,$0.32,$0.12,$0.10,$0.07,$0.03,2021,10009,1
860067998,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,2599,COMERCIO,$0.32,$0.05,$0.21,$0.12,$0.09,2021,812,1
830038885,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6613,SERVICIOS,$0.32,$0.25,$2.32,$0.54,$1.78,2021,608,1
860000580,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.32,$0.02,$0.19,$0.06,$0.13,2021,749,1
830113603,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6494,SERVICIOS,$0.32,$0.36,$5.01,$0.59,$4.42,2021,1027,1
832004332,Bogotá - Cundinamarca,CUNDINAMARCA,ZIPAQUIRA -CUNDINAMARCA,4661,COMERCIO,$0.32,$0.03,$0.11,$0.06,$0.05,2021,488,1
811010832,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$0.32,$0.01,$0.06,$0.04,$0.02,2021,685,1
890802586,Eje Cafetero,CALDAS,CHINCHINA-CALDAS,2599,MANUFACTURA,$0.31,$0.04,$0.16,$0.08,$0.09,2021,809,1
900208445,Bogotá - Cundinamarca,CUNDINAMARCA,SOPO-CUNDINAMARCA,2393,MANUFACTURA,$0.31,$0.06,$0.26,$0.08,$0.18,2021,756,1
830044266,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.31,$0.03,$0.31,$0.11,$0.20,2021,705,1
901329757,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4652,COMERCIO,$0.31,-$0.03,$0.12,$0.15,-$0.04,2021,793,1
811019880,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,144,AGROPECUARIO,$0.31,$0.01,$0.37,$0.16,$0.21,2021,707,1
